p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
7.84339691182384e-225,0.716532147928656,0.573,0.25,1.41824302959599e-220,Proliferating invasive,ATP1B1
8.97947521695016e-225,0.669123897184006,0.391,0.138,1.62366870872893e-220,Proliferating invasive,ATF5
9.07376629952366e-225,0.609071034644179,0.638,0.286,1.64071842227987e-220,Proliferating invasive,KIAA1324
1.56040632521259e-224,0.558328971361128,0.48,0.189,2.82152671724941e-220,Proliferating invasive,PIH1D1
1.58333266404154e-224,0.643484681357699,0.436,0.163,2.86298212311992e-220,Proliferating invasive,TCP11L1
2.45336874156083e-224,0.656697975169042,0.511,0.21,4.4361813584903e-220,Proliferating invasive,MAST2
5.61107527979964e-224,0.567493091183309,0.377,0.13,1.01459463209337e-219,Proliferating invasive,MDC1
6.11753533363886e-224,0.62234976869084,0.597,0.267,1.10617273902858e-219,Proliferating invasive,NDUFA1
9.9977751421505e-224,0.733332218033851,0.852,0.528,1.80779770120365e-219,Proliferating invasive,ACTG1
2.29317173549677e-223,0.636438854882603,0.526,0.219,4.14651313212525e-219,Proliferating invasive,TMEM62
2.45611100304863e-223,0.660074846821748,0.516,0.216,4.44113991571253e-219,Proliferating invasive,KEAP1
3.65493514238662e-223,0.645804838918447,0.646,0.305,6.60885372446349e-219,Proliferating invasive,TBCD
4.93758157213222e-223,0.681649267775081,0.579,0.254,8.92813499872948e-219,Proliferating invasive,AGAP1
8.73336034266126e-223,0.969097236950525,0.253,0.068,1.57916621716001e-218,Proliferating invasive,HS6ST2
1.03720917267446e-222,0.598076131890462,0.492,0.199,1.87548162602996e-218,Proliferating invasive,SAMD1
1.17143407000232e-222,0.699686490039858,0.284,0.082,2.11818708537819e-218,Proliferating invasive,CDAN1
1.4246682604422e-222,0.593177303538085,0.498,0.202,2.57608514853159e-218,Proliferating invasive,NUP62
1.61251029014585e-222,0.726930742291111,0.426,0.16,2.91574110664172e-218,Proliferating invasive,HMGCS1
1.70446856259687e-222,0.646889034527562,0.34,0.111,3.08202005488767e-218,Proliferating invasive,TUBGCP4
1.81265357498974e-222,0.535727432447329,0.593,0.257,3.27764019429645e-218,Proliferating invasive,CAPN8
2.35990459406733e-222,0.579856891886871,0.633,0.292,4.26717948699255e-218,Proliferating invasive,NDUFAF8
3.88969757122421e-222,1.01986052949748,0.258,0.071,7.03335114828761e-218,Proliferating invasive,CACNA1B
6.53212916695351e-222,0.802144116921378,0.288,0.085,1.18113959596853e-217,Proliferating invasive,CALML4
6.85738898629701e-222,0.66557608176876,0.475,0.188,1.23995307650223e-217,Proliferating invasive,FAAH
7.73384351292948e-222,0.599775942464413,0.486,0.195,1.39843358400791e-217,Proliferating invasive,RAVER1
1.22685041780883e-221,0.595218898528785,0.451,0.174,2.21839092548193e-217,Proliferating invasive,PPP5C
1.27917385884224e-221,0.72811731455289,0.42,0.158,2.31300217155854e-217,Proliferating invasive,MRFAP1
1.57660159160206e-221,0.681269523922068,0.515,0.215,2.85081099793485e-217,Proliferating invasive,SLC50A1
2.845544245877e-221,0.585956395840805,0.488,0.199,5.1453131053948e-217,Proliferating invasive,CLPP
2.8474356305813e-221,0.705358399340299,0.434,0.164,5.14873310721711e-217,Proliferating invasive,C1orf198
3.24130048898731e-221,0.55793314000075,0.445,0.17,5.86091954418685e-217,Proliferating invasive,HAUS3
4.23494342804384e-221,0.595583911621696,0.529,0.224,7.65762470658888e-217,Proliferating invasive,TSN
6.82647141397284e-221,0.671733610879358,0.475,0.188,1.23436256107457e-216,Proliferating invasive,VDAC2
7.00237830080527e-221,0.787820554245214,0.276,0.079,1.26617004435161e-216,Proliferating invasive,MZT1
8.06549335716291e-221,0.787203144536347,0.39,0.139,1.4584025088422e-216,Proliferating invasive,MYB
1.29178802278917e-220,0.510721361806606,0.38,0.132,2.33581110280738e-216,Proliferating invasive,MCM5
1.83698690042834e-220,0.610908054416922,0.582,0.256,3.32163971335452e-216,Proliferating invasive,SRRT
1.99782847976732e-220,0.593455702481173,0.706,0.338,3.61247345711526e-216,Proliferating invasive,ALDH3B2
3.27454504031087e-220,0.671289058117282,0.409,0.151,5.92103234189011e-216,Proliferating invasive,INIP
4.57276014557546e-220,0.576888201482155,0.44,0.169,8.26846489522955e-216,Proliferating invasive,NEK4
4.82653247768513e-220,0.574753404673779,0.428,0.16,8.72733602615024e-216,Proliferating invasive,ANAPC15
5.5857715018838e-220,0.578949416930882,0.718,0.339,1.01001920297063e-215,Proliferating invasive,DSP
5.6572655836035e-220,0.65645593782031,0.624,0.289,1.02294676282718e-215,Proliferating invasive,CCNC
6.01603636726271e-220,0.518127124492466,0.616,0.283,1.08781969592844e-215,Proliferating invasive,NUP188
8.134089131804e-220,0.616043567182665,0.583,0.26,1.4708059968128e-215,Proliferating invasive,RNPEP
8.7207118970332e-220,0.537648261629427,0.439,0.167,1.57687912522154e-215,Proliferating invasive,USP1
1.02289423213611e-219,0.687480910220822,0.606,0.278,1.84959735054851e-215,Proliferating invasive,NUDC
1.65966578613539e-219,0.671984279318075,0.362,0.125,3.00100767449001e-215,Proliferating invasive,ATP6V0E2
1.72124013164569e-219,0.773446500294371,0.745,0.389,3.11234640604174e-215,Proliferating invasive,PHPT1
1.83830450314452e-219,0.685153923092054,0.638,0.3,3.32402220258593e-215,Proliferating invasive,NDUFB10
1.9102930298804e-219,0.69926761357062,0.847,0.5,3.45419185662975e-215,Proliferating invasive,ZNF217
2.50349832281582e-219,0.513329287339555,0.54,0.23,4.52682566731557e-215,Proliferating invasive,DNAJA3
3.14082436523232e-219,0.632738764374659,0.519,0.216,5.67923861721309e-215,Proliferating invasive,EPB41L5
3.71067502584874e-219,0.910641608055896,0.282,0.083,6.70964258173969e-215,Proliferating invasive,XYLB
3.80995634438907e-219,0.262181973248753,0.409,0.149,6.88916306192433e-215,Proliferating invasive,WFDC2
4.66394647091553e-219,0.618253559872156,0.639,0.303,8.43334800870947e-215,Proliferating invasive,HADHA
1.08699170162372e-218,0.537281554013316,0.478,0.191,1.96549839487601e-214,Proliferating invasive,PELP1
1.37158644350788e-218,0.601275866796021,0.489,0.2,2.48010260715095e-214,Proliferating invasive,MBD3
1.58974867232749e-218,0.713084308797323,0.506,0.211,2.87458354930257e-214,Proliferating invasive,DCTN3
2.10767203018389e-218,0.622096773556032,0.483,0.195,3.81109256497852e-214,Proliferating invasive,BCAT2
2.3341633820227e-218,0.619121426037855,0.65,0.304,4.22063422737345e-214,Proliferating invasive,VEGFA
2.50557259909331e-218,0.7437658245694,0.394,0.143,4.53057637368052e-214,Proliferating invasive,SUPT4H1
2.52939839111071e-218,0.713781250629316,0.316,0.101,4.57365817080639e-214,Proliferating invasive,ANP32B
2.88446740114166e-218,0.725426466488083,0.762,0.416,5.21569395474435e-214,Proliferating invasive,SH3BGRL
3.20729989030757e-218,0.680194159427316,0.591,0.27,5.79943966165414e-214,Proliferating invasive,ALDH18A1
4.03634552984169e-218,0.702209308745943,0.774,0.432,7.29851998705975e-214,Proliferating invasive,SRSF4
4.98208413922148e-218,0.680313355937136,0.705,0.35,9.00860454054029e-214,Proliferating invasive,RAB13
7.30273646186356e-218,0.845306191561983,0.272,0.079,1.32048080703417e-213,Proliferating invasive,PRELID3A
7.92040571355829e-218,0.621490021895401,0.753,0.386,1.43216776112561e-213,Proliferating invasive,LFNG
1.13547021308793e-217,0.600568120908664,0.63,0.284,2.0531572393056e-213,Proliferating invasive,EPPK1
1.34696872132465e-217,0.586465298981224,0.513,0.213,2.43558884189922e-213,Proliferating invasive,CCNG1
1.45243500781046e-217,0.689658291322212,0.464,0.185,2.62629298112288e-213,Proliferating invasive,NDUFS8
1.83562499593356e-217,0.847970586430847,0.283,0.084,3.31917711764707e-213,Proliferating invasive,TMEM121
2.43898572827522e-217,0.696511155016124,0.34,0.113,4.41017399386725e-213,Proliferating invasive,CHML
2.5035562491009e-217,0.600239801662963,0.574,0.253,4.52693040962424e-213,Proliferating invasive,PSMG3
2.62526776899911e-217,0.543626427165749,0.513,0.212,4.74700917990418e-213,Proliferating invasive,UBAC1
3.17401992515485e-217,0.533362507739265,0.464,0.182,5.739262828665e-213,Proliferating invasive,TIMM50
3.67337124690922e-217,0.912117250460925,0.323,0.105,6.64218988866126e-213,Proliferating invasive,SIX4
3.91652541245404e-217,0.464617790475898,0.456,0.176,7.08186125079939e-213,Proliferating invasive,NCAPD3
4.69379819471809e-217,0.726192893933968,0.415,0.156,8.48732589568925e-213,Proliferating invasive,COA6
5.68308020770358e-217,0.648560030218431,0.657,0.32,1.02761456315696e-212,Proliferating invasive,MLEC
6.76389295337352e-217,0.554801777350201,0.472,0.188,1.223047123829e-212,Proliferating invasive,SYNJ2BP
7.81915775299112e-217,0.622727647490729,0.51,0.212,1.41386010489585e-212,Proliferating invasive,TMEM8B
1.02389453231089e-216,0.606834740114768,0.454,0.177,1.85140609332456e-212,Proliferating invasive,AHI1
1.28377040304638e-216,0.530911747784827,0.808,0.432,2.32131364278847e-212,Proliferating invasive,SLC12A2
1.66286363304775e-216,0.588534339210648,0.503,0.206,3.00679002127694e-212,Proliferating invasive,LONP1
1.70795510622484e-216,0.46571029165397,0.445,0.171,3.08832442307576e-212,Proliferating invasive,CTDSPL2
2.76274069727023e-216,0.616258276608797,0.594,0.268,4.99558772880403e-212,Proliferating invasive,RHBDD2
3.28395477989062e-216,0.525338212918753,0.342,0.113,5.93804703299823e-212,Proliferating invasive,TDP1
3.99862244322596e-216,0.621180416004348,0.615,0.275,7.23030910184119e-212,Proliferating invasive,TSPAN15
4.44706949944792e-216,0.660335023567616,0.664,0.324,8.04119106890172e-212,Proliferating invasive,ADIPOR1
5.81684676794488e-216,0.667975123358008,0.496,0.203,1.05180223257979e-211,Proliferating invasive,IMPDH2
6.40450574492093e-216,0.821812896972134,0.253,0.07,1.1580627287966e-211,Proliferating invasive,SLC29A2
1.01420504822536e-215,0.374150106730464,0.532,0.221,1.8338855682011e-211,Proliferating invasive,PHACTR2
1.12134099510274e-215,0.627356078593604,0.78,0.403,2.02760878734478e-211,Proliferating invasive,TANC2
1.15928792257888e-215,0.648590171430099,0.54,0.234,2.09622442160714e-211,Proliferating invasive,CHCHD1
1.28988723931631e-215,0.58431356027543,0.559,0.242,2.33237410613175e-211,Proliferating invasive,IGSF8
1.41586800433507e-215,0.571313847318298,0.654,0.31,2.56017252543867e-211,Proliferating invasive,REPS1
2.2168891133114e-215,0.633249564764105,0.589,0.26,4.00857889468967e-211,Proliferating invasive,EPHB4
2.69185964827998e-215,0.585751118501804,0.419,0.158,4.86742061601986e-211,Proliferating invasive,NOL10
3.9611503894926e-215,0.619517852845767,0.56,0.247,7.16255213428051e-211,Proliferating invasive,NHP2
4.88955217055813e-215,0.781472250018271,0.596,0.274,8.84128823480321e-211,Proliferating invasive,HSF4
1.10594224624025e-214,0.585848302123854,0.6,0.268,1.99976476965162e-210,Proliferating invasive,HEBP2
1.13041548024583e-214,0.575937263939849,0.482,0.196,2.04401727138051e-210,Proliferating invasive,HSPA4
1.73463115410737e-214,0.571717399178959,0.534,0.227,3.13656005285694e-210,Proliferating invasive,GFM2
2.31608052702871e-214,0.634047809245748,0.512,0.213,4.18793680897332e-210,Proliferating invasive,ZNF692
2.48578394227275e-214,0.53092328142962,0.654,0.308,4.49479452441759e-210,Proliferating invasive,CNOT11
2.53506428203023e-214,0.556950679156766,0.509,0.211,4.58390323476707e-210,Proliferating invasive,NENF
2.83166681171899e-214,0.758639752046197,0.306,0.096,5.12021992895027e-210,Proliferating invasive,ICK
4.18799262558189e-214,0.851746302133501,0.805,0.549,7.57272826557717e-210,Proliferating invasive,MT-ND5
5.79274376228283e-214,0.605093512239591,0.699,0.347,1.04744392709598e-209,Proliferating invasive,FUS
7.63582149896899e-214,0.58180746223902,0.443,0.172,1.38070924344357e-209,Proliferating invasive,MTLN
1.34631396397442e-213,0.662653029553654,0.33,0.109,2.43440490965854e-209,Proliferating invasive,RHEB
1.45523393670284e-213,0.642095289440335,0.501,0.207,2.63135400434608e-209,Proliferating invasive,SEMA3F
1.4853990719573e-213,0.550232787244404,0.554,0.241,2.68589860191319e-209,Proliferating invasive,TRIM26
2.01921363549872e-213,0.566443725618268,0.642,0.306,3.65114209570879e-209,Proliferating invasive,TP53
2.42350687227558e-213,0.833177051094931,0.282,0.084,4.3821851264487e-209,Proliferating invasive,KIAA1257
2.45734037620807e-213,0.639775150537745,0.366,0.128,4.44336286825942e-209,Proliferating invasive,UNC119B
2.95513220742973e-213,0.912616404673891,0.316,0.102,5.34347005747443e-209,Proliferating invasive,C6orf141
3.54139444965728e-213,0.615293125913979,0.551,0.239,6.4035494438703e-209,Proliferating invasive,BUD31
4.77495848920955e-213,0.661297524626817,0.581,0.261,8.63407994018871e-209,Proliferating invasive,PSMB4
5.03152480453737e-213,0.474728811270236,0.309,0.097,9.09800315156448e-209,Proliferating invasive,ZNF331
5.07787969578073e-213,0.727013679156477,0.554,0.244,9.18182206591072e-209,Proliferating invasive,DYNLL1
9.52013978460809e-213,0.548813132321298,0.408,0.151,1.72143167585284e-208,Proliferating invasive,SEH1L
1.23244920325081e-212,0.498665052989903,0.578,0.257,2.22851464931812e-208,Proliferating invasive,SUCO
1.81539836255087e-212,0.678322975080738,0.336,0.112,3.28260331916449e-208,Proliferating invasive,BCL7A
3.35638993678777e-212,0.679216328833034,0.634,0.298,6.06902428369965e-208,Proliferating invasive,MYO1C
4.30201863485851e-212,0.639899605352811,0.479,0.196,7.77891009555115e-208,Proliferating invasive,COPS9
5.2630857589359e-212,0.964582490162733,0.286,0.087,9.51671166930789e-208,Proliferating invasive,AJM1
7.25328165776836e-212,0.63918521122784,0.431,0.164,1.31153838935768e-207,Proliferating invasive,ATP7B
8.32439483318612e-212,0.312382224199021,0.354,0.12,1.50521707373671e-207,Proliferating invasive,SLF1
1.0172194299359e-211,0.631937386403334,0.38,0.136,1.83933617321009e-207,Proliferating invasive,KIAA1841
1.10948943174514e-211,0.626368557401582,0.472,0.19,2.00617879048157e-207,Proliferating invasive,TBC1D8
1.40204683162232e-211,0.6068424334272,0.614,0.281,2.53518108093948e-207,Proliferating invasive,CADPS2
1.87334774683285e-211,0.606791132846261,0.407,0.152,3.38738739582315e-207,Proliferating invasive,ADIPOR2
1.97919729123333e-211,0.710687293061642,0.431,0.166,3.57878454200811e-207,Proliferating invasive,ROGDI
2.18781778961683e-211,0.543363053797867,0.419,0.159,3.95601212718515e-207,Proliferating invasive,CD320
2.40935523344076e-211,0.618001749030121,0.308,0.098,4.35659613310758e-207,Proliferating invasive,SRSF10
2.7152932409579e-211,0.671343629997186,0.677,0.339,4.90979323830007e-207,Proliferating invasive,CERS2
2.80703697924724e-211,0.739533543491687,0.345,0.118,5.07568426587486e-207,Proliferating invasive,ACD
3.2159393612236e-211,0.515386102052656,0.742,0.385,5.81506155296451e-207,Proliferating invasive,SLC38A1
3.22064351443654e-211,0.560198812272888,0.329,0.109,5.82356760280416e-207,Proliferating invasive,CFAP20
4.72733980381132e-211,0.649312849262914,0.359,0.126,8.54797583325164e-207,Proliferating invasive,RITA1
6.99816323473166e-211,0.578084859105565,0.482,0.196,1.26540787610418e-206,Proliferating invasive,GGPS1
7.10892169973899e-211,0.687843972140062,0.34,0.115,1.2854352217468e-206,Proliferating invasive,NOLC1
9.22711037592203e-211,0.631928181392763,0.533,0.23,1.66844609817422e-206,Proliferating invasive,IRF2BPL
9.61363394256334e-211,0.516369459008314,0.608,0.28,1.7383372894943e-206,Proliferating invasive,PPM1B
1.09238659083335e-210,0.63858991895878,0.594,0.274,1.97525343354486e-206,Proliferating invasive,KDELR2
1.7495538012478e-210,0.668491485512004,0.398,0.147,3.16354318341628e-206,Proliferating invasive,IRX3
2.53183138223662e-210,0.590976473260976,0.289,0.087,4.57805750536025e-206,Proliferating invasive,ANKS6
2.63351050242499e-210,0.521421578199473,0.648,0.301,4.76191369048487e-206,Proliferating invasive,ZNF512B
3.00879120218295e-210,0.457887424865533,0.535,0.228,5.4404962517872e-206,Proliferating invasive,VKORC1
3.33918109509569e-210,0.67907401132699,0.756,0.407,6.03790725615202e-206,Proliferating invasive,NDUFA4
3.51150648270719e-210,0.636998914056186,0.508,0.211,6.34950602203113e-206,Proliferating invasive,ELMO3
3.70630635789172e-210,0.477201172616878,0.462,0.184,6.7017431563398e-206,Proliferating invasive,NUP133
4.62216607381844e-210,0.712579068398831,0.408,0.154,8.35780069467851e-206,Proliferating invasive,CCT2
5.01405097497651e-210,0.676893510368039,0.344,0.118,9.06640697295253e-206,Proliferating invasive,E2F6
5.52135711131656e-210,0.624274780055272,0.567,0.248,9.9837179286826e-206,Proliferating invasive,SH3BP4
5.79407339973767e-210,0.566254899317924,0.496,0.206,1.04768435214057e-205,Proliferating invasive,KLHDC3
6.71879690929052e-210,0.582487191682585,0.394,0.144,1.21489285713791e-205,Proliferating invasive,TTC9
9.16559702706831e-210,0.641395978581061,0.652,0.315,1.65732325443449e-205,Proliferating invasive,MLF2
1.16538973097611e-209,0.628294110282931,0.328,0.108,2.107257711551e-205,Proliferating invasive,AKR7A2
1.23294195842782e-209,0.729006327220782,0.371,0.132,2.22940564922919e-205,Proliferating invasive,KCNK1
1.30194860060141e-209,0.531510793803595,0.455,0.182,2.35418345960747e-205,Proliferating invasive,MCMBP
1.65006213583377e-209,0.577466405638665,0.45,0.177,2.98364235401463e-205,Proliferating invasive,HACD2
1.71758841546015e-209,0.678298975661466,0.44,0.172,3.10574337283505e-205,Proliferating invasive,GPRC5C
1.85775208532234e-209,0.559681010181359,0.478,0.193,3.35918732067986e-205,Proliferating invasive,FBXO30
1.94518656320774e-209,0.66173672677203,0.734,0.374,3.51728634359224e-205,Proliferating invasive,CTTN
2.98992358741281e-209,0.593771414476738,0.696,0.347,5.40637983075984e-205,Proliferating invasive,DNAJC1
5.0917331333636e-209,0.594628504495413,0.549,0.238,9.20687185174807e-205,Proliferating invasive,REPIN1
6.29866763233055e-209,0.559701420973279,0.44,0.172,1.13892508127801e-204,Proliferating invasive,NDUFB1
6.94184733016101e-209,0.523562227049188,0.642,0.295,1.25522483423971e-204,Proliferating invasive,SCCPDH
1.24025218588586e-208,0.573556383807773,0.502,0.209,2.24262400251881e-204,Proliferating invasive,BRPF3
1.45963997883061e-208,0.63761769341087,0.362,0.128,2.63932100972151e-204,Proliferating invasive,APEX2
1.46576928034685e-208,0.641534498500639,0.539,0.233,2.65040401272317e-204,Proliferating invasive,TBC1D16
1.59511863509188e-208,0.668748698420531,0.447,0.177,2.88429351597314e-204,Proliferating invasive,SRD5A3
1.89504300551303e-208,0.632862070288556,0.62,0.288,3.42661676256866e-204,Proliferating invasive,TRIP6
2.4157662877163e-208,0.628452211217319,0.599,0.274,4.36818860144862e-204,Proliferating invasive,NDUFS6
2.43210365784823e-208,0.802025835203459,0.376,0.136,4.39772983412116e-204,Proliferating invasive,SLC25A4
7.77900413260031e-208,0.699305423945681,0.33,0.112,1.40659952725679e-203,Proliferating invasive,UNG
8.97530954641501e-208,0.668980013786734,0.425,0.163,1.62291547218276e-203,Proliferating invasive,DHCR7
1.16822251841612e-207,0.555388175129914,0.617,0.287,2.11237995780003e-203,Proliferating invasive,WDR43
1.46763765084057e-207,0.548346057783766,0.676,0.33,2.65378240024991e-203,Proliferating invasive,SHPRH
1.6449162825655e-207,0.782475816680933,0.382,0.14,2.97433762213494e-203,Proliferating invasive,ARHGAP39
3.22626008849921e-207,0.462060781907081,0.357,0.125,5.83372349202428e-203,Proliferating invasive,SLC39A8
3.37090347713217e-207,0.536795454201787,0.494,0.205,6.09526766735039e-203,Proliferating invasive,FBL
1.01306728778213e-206,0.454005687483924,0.563,0.25,1.83182826976764e-202,Proliferating invasive,SDHA
1.24856313291442e-206,0.645429555435451,0.518,0.224,2.25765185693586e-202,Proliferating invasive,SMIM15
1.40078302680427e-206,0.538267161400793,0.431,0.166,2.53289586906749e-202,Proliferating invasive,RCOR1
1.46446544993667e-206,0.586051645193655,0.541,0.236,2.64804642657549e-202,Proliferating invasive,PSMB5
1.74113152258665e-206,0.442678457816807,0.584,0.264,3.14831401914117e-202,Proliferating invasive,FAM122B
1.84696675705741e-206,0.53855362930803,0.498,0.208,3.33968529011121e-202,Proliferating invasive,EIPR1
1.92054774870366e-206,0.800926027515971,0.327,0.109,3.47273443920595e-202,Proliferating invasive,ADAMTS15
1.99786048698599e-206,0.671112531328117,0.727,0.38,3.61253133256806e-202,Proliferating invasive,NRBP1
2.89505333339151e-206,0.72524567258781,0.314,0.102,5.23483543743852e-202,Proliferating invasive,RCC1
3.47165882028971e-206,0.665095771135502,0.382,0.14,6.27745347884786e-202,Proliferating invasive,HMCES
5.48036780239443e-206,0.47223418132786,0.441,0.173,9.90960106028961e-202,Proliferating invasive,PRAG1
5.6657346269473e-206,0.604204123550506,0.61,0.289,1.02447813524461e-201,Proliferating invasive,GUSB
6.12911167329418e-206,0.687937680737201,0.313,0.102,1.10826597276505e-201,Proliferating invasive,ZDHHC12
6.49749666224478e-206,0.582992676808894,0.512,0.217,1.1748773464671e-201,Proliferating invasive,METAP2
6.56225405173527e-206,0.551822874478975,0.502,0.213,1.18658677763477e-201,Proliferating invasive,ZDHHC3
6.65366504169157e-206,0.38162317638496,0.487,0.2,1.20311571283867e-201,Proliferating invasive,SUCLG2
6.69876873597638e-206,0.63237294456222,0.53,0.228,1.21127136283925e-201,Proliferating invasive,RBM47
6.72518437237381e-206,0.493941135194841,0.574,0.255,1.21604783821263e-201,Proliferating invasive,COMMD3
7.00091080244066e-206,0.443130989506723,0.542,0.234,1.26590469129732e-201,Proliferating invasive,RTN3
7.47484759432626e-206,0.642605429689454,0.459,0.185,1.35160194200607e-201,Proliferating invasive,CDK2AP1
1.19759997401501e-205,0.601526976447664,0.372,0.134,2.16550027301394e-201,Proliferating invasive,HTATSF1
1.70278950892906e-205,0.590820502399037,0.524,0.227,3.07898399004553e-201,Proliferating invasive,GHITM
3.09210338263942e-205,0.742739861130272,0.34,0.116,5.59114133648859e-201,Proliferating invasive,KLHL17
3.43787648704447e-205,0.552255597420107,0.54,0.234,6.21636826387381e-201,Proliferating invasive,GLCE
3.47833428461547e-205,0.885197880142239,0.848,0.582,6.2895240534417e-201,Proliferating invasive,PILRB
5.17583399971739e-205,0.608858303963443,0.4,0.151,9.35894303828898e-201,Proliferating invasive,UBALD2
6.40389968558863e-205,0.423261568241819,0.419,0.159,1.15795314114814e-200,Proliferating invasive,TFDP1
7.54855879011686e-205,0.604118141379503,0.751,0.397,1.36493040042893e-200,Proliferating invasive,PRDX2
9.81975395170664e-205,0.544022987416298,0.409,0.155,1.77560790954759e-200,Proliferating invasive,SMIM10L1
1.1667966899628e-204,0.573404833588123,0.343,0.118,2.10980177479073e-200,Proliferating invasive,NUP93
1.44133071657931e-204,0.61269806428723,0.503,0.214,2.60621420171871e-200,Proliferating invasive,PMVK
4.21658564017517e-204,0.503700511009015,0.538,0.235,7.62443015456475e-200,Proliferating invasive,NONO
4.89913958915005e-204,0.439431859889998,0.584,0.265,8.85862420510111e-200,Proliferating invasive,IMMT
5.57326733625485e-204,0.577544328474361,0.414,0.159,1.0077581997416e-199,Proliferating invasive,FIBP
6.49327604539901e-204,0.524195448750578,0.603,0.279,1.17411417452905e-199,Proliferating invasive,TTLL5
7.06487852999403e-204,0.369003090267582,0.519,0.221,1.27747133579352e-199,Proliferating invasive,RIF1
8.75175571101647e-204,0.616887047690061,0.465,0.188,1.582492467666e-199,Proliferating invasive,TIMM17B
1.08631440898826e-203,0.700615104523727,0.408,0.156,1.96427371433257e-199,Proliferating invasive,CCDC149
1.33238315780077e-203,0.682789927895595,0.355,0.126,2.40921522593536e-199,Proliferating invasive,MRM2
1.82216822402533e-203,0.636403774575127,0.435,0.171,3.2948445826826e-199,Proliferating invasive,GALE
2.20175434546698e-203,0.610677942412823,0.468,0.188,3.9812122074734e-199,Proliferating invasive,SHROOM3
2.50316543276951e-203,0.563264360200539,0.681,0.336,4.52622373553383e-199,Proliferating invasive,LCOR
2.58479391998039e-203,0.928688464214633,0.274,0.084,4.67382436610853e-199,Proliferating invasive,MORN2
2.7092394534823e-203,0.54505453176783,0.527,0.227,4.8988467797867e-199,Proliferating invasive,NDUFA7
2.90435087830046e-203,0.466931061335258,0.51,0.216,5.25164725814289e-199,Proliferating invasive,PSMG2
3.91894214974945e-203,0.579219733640568,0.482,0.199,7.08623119517696e-199,Proliferating invasive,NDUFB6
4.27048138623888e-203,0.756007380927403,0.351,0.124,7.72188444259714e-199,Proliferating invasive,FAM83B
4.89188661501944e-203,0.56123841127225,0.453,0.181,8.84550937727816e-199,Proliferating invasive,DUS3L
5.07953770100784e-203,0.669943720055377,0.415,0.159,9.18482007096238e-199,Proliferating invasive,LDLR
5.76243006467382e-203,0.540741503042865,0.55,0.242,1.04196260429432e-198,Proliferating invasive,NMRAL1
7.76956587287594e-203,0.586297121820235,0.465,0.19,1.40489290113343e-198,Proliferating invasive,RAD23B
7.77132670633025e-203,0.587842349134522,0.697,0.356,1.40521129503864e-198,Proliferating invasive,SRSF3
9.53623532421129e-203,0.616154114513346,0.368,0.133,1.72434207132389e-198,Proliferating invasive,VBP1
9.91986983500743e-203,0.577018546296371,0.513,0.219,1.79371086356604e-198,Proliferating invasive,PSMD9
1.04572668347103e-202,0.600112658292033,0.678,0.341,1.89088298905231e-198,Proliferating invasive,PPP3R1
1.3994073044556e-202,0.539232008848548,0.572,0.257,2.53040828791661e-198,Proliferating invasive,BRD3
1.72014997029548e-202,0.638318795041276,0.401,0.153,3.11037517628829e-198,Proliferating invasive,TMA7
2.25695488003825e-202,0.577609159086554,0.592,0.275,4.08102581408516e-198,Proliferating invasive,LSM7
2.46184220724415e-202,0.695031349265039,0.344,0.12,4.45150307913886e-198,Proliferating invasive,EPB41L4B
2.75463893650286e-202,0.57749414329441,0.632,0.3,4.98093812498447e-198,Proliferating invasive,AAGAB
3.87923280188954e-202,0.579761287556763,0.544,0.239,7.01442875237667e-198,Proliferating invasive,EEF1AKNMT
3.98065150371356e-202,0.605421696266641,0.399,0.151,7.19781404901486e-198,Proliferating invasive,THOC6
4.74256418779922e-202,0.521274961722053,0.582,0.264,8.57550456437854e-198,Proliferating invasive,SEMA4C
5.88071581915181e-202,0.524888314810124,0.636,0.301,1.06335103441903e-197,Proliferating invasive,BABAM1
1.01637406769338e-201,0.603803430163675,0.686,0.346,1.83780758920318e-197,Proliferating invasive,ELAVL1
1.04450286141853e-201,0.635050199376689,0.55,0.24,1.88867007401698e-197,Proliferating invasive,RAB3D
1.05929364507261e-201,0.587677325302869,0.582,0.269,1.91541476902029e-197,Proliferating invasive,ATRAID
1.19429907578473e-201,0.674221463762648,0.407,0.154,2.15953158883395e-197,Proliferating invasive,POF1B
1.7759653634159e-201,0.733575937569504,0.367,0.133,3.21130057012862e-197,Proliferating invasive,PRR7
2.00762959432101e-201,0.633014988582651,0.437,0.174,3.63019583245125e-197,Proliferating invasive,MTCH2
2.83255243516167e-201,0.596019018502695,0.351,0.123,5.12182131325933e-197,Proliferating invasive,PHYHD1
2.98663251174211e-201,0.775297031782852,0.275,0.084,5.40042890773208e-197,Proliferating invasive,RTL8B
4.83481862879515e-201,0.536795675730201,0.547,0.241,8.74231904458738e-197,Proliferating invasive,SLC39A9
4.99809553109871e-201,0.554864093073776,0.626,0.291,9.03755633933269e-197,Proliferating invasive,ADGRG1
6.46312226143009e-201,0.551251829200666,0.508,0.218,1.16866176731179e-196,Proliferating invasive,CENPB
7.48657099118703e-201,0.526176533926755,0.371,0.135,1.35372176662644e-196,Proliferating invasive,CASP8AP2
8.54913802640317e-201,0.469988245274499,0.595,0.272,1.54585513793422e-196,Proliferating invasive,MIOS
